"VAD2-29_O_L_6";"VAD2-14_O_L_6";"VAD2-15_O_L_6";"VAD2-44_O_L_6";"VAD2-45_O_L_24";"VAD2-26_O_L_24";"VAD2-28_O_L_24";"VAD2-25_O_L_24";"VAD2-22_O_L_72";"VAD2-17_O_L_72";"VAD2-48_O_L_72";"VAD2-33_O_L_72";"VAD2-47_O_L_144";"VAD2-18_O_L_144";"VAD2-35_O_L_144";"VAD2-23_O_L_144";"MDV1-50_O_L_6";"MDV1-15_O_L_6";"MDV1-23_O_L_6";"MDV1-13_O_L_6";"MDV1-44_O_L_24";"MDV1-16_O_L_24";"MDV1-41_O_L_24";"MDV1-33_O_L_24";"MDV1-31_O_L_72";"MDV1-46_O_L_72";"MDV1-18_O_L_72";"MDV1-49_O_L_72";"MDV1-24_O_L_144";"MDV1-9_O_L_144";"MDV1-12_O_L_144";"MDV1-45_O_L_144";"MDV2.3-21_O_L_6";"MDV2.3-18_O_L_6";"MDV2.3-33_O_L_6";"MDV2.3-49_O_L_6";"MDV2.3-17_O_L_24";"MDV2.3-45_O_L_24";"MDV2.3-13_O_L_24";"MDV2.3-30_O_L_24";"MDV2.3-44_O_L_72";"MDV2.3-28_O_L_72";"MDV2.3-32_O_L_72";"MDV2.3-15_O_L_72";"MDV2.3-26_O_L_144";"MDV2.3-19_O_L_144";"MDV2.3-50_O_L_144";"MDV2.3-46_O_L_144"
"gene_6790";5;7;3;4;15;2;2;9;29;20;34;36;6;17;10;5;4;0;1;11;10;18;5;3;7;48;8;31;11;52;0;26;4;4;5;3;3;2;1;6;7;0;5;20;10;17;21;8
"gene_6791";0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"gene_6792";0;0;0;0;0;0;0;2;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0
"gene_6793";0;0;0;0;0;0;0;2;0;1;1;0;3;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;3;1;1;0;0;0;0;1
"gene_6794";0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;2;0;0;0;1;1;0;0;0;0;1;1;1;8;1;0;0;0;2;0;0;1;0;0;1;0;0;1;1;0;1;0
"gene_6795";0;0;2;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6796";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6797";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6798";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6799";0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;2;0;0;0;0;1;2;1;0;1;0;3;0;0;0;2;0;1;0
"gene_6800";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;1
"gene_6801";0;4;0;0;0;0;1;1;2;1;0;0;0;2;1;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;1;2;0;0;2;0;0;1;0;2;0;0;0;1
"gene_6802";2;13;9;4;7;0;1;3;0;2;0;0;0;0;0;0;3;0;0;11;3;8;1;3;0;1;1;4;1;7;1;0;2;1;0;7;0;7;21;1;3;1;0;1;0;0;1;1
"gene_6803";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6804";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6805";0;1;0;0;1;0;0;1;3;1;0;0;2;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6806";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"gene_6807";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6808";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;1;7;0;1;0;0;0;1;0;0;0;1;0;0;0;1;4;0;0;0;1;0;1;0
"gene_6809";0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"gene_6810";0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;1;2;0;1;0
"gene_6811";1;0;0;2;1;0;0;0;0;1;2;0;3;0;0;0;1;0;0;0;1;1;0;2;0;0;3;2;1;1;0;3;1;0;1;5;1;0;0;1;6;0;1;0;2;0;2;0
"gene_6812";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
"gene_6813";0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;2;4;0;0;1;0;0;0;0;3;0;0;2;0
"gene_6814";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"gene_6815";0;0;0;4;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0
"gene_6816";1;2;0;0;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;2;0;0;3;0;0;0;3
"gene_6817";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6818";0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
"gene_6819";43;68;36;83;80;2;23;150;15;28;42;12;45;10;11;11;28;17;9;35;49;96;55;23;4;30;4;13;17;24;7;10;26;2;9;33;6;29;36;37;114;2;8;19;15;5;26;9
"gene_6820";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"gene_6821";0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0
"gene_6822";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0
"gene_6823";0;0;0;0;0;0;0;1;0;1;1;0;3;0;0;0;2;0;0;1;0;2;3;0;4;0;0;3;0;2;0;3;0;0;0;1;0;0;0;4;0;0;0;2;1;0;0;0
"gene_6824";1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"gene_6825";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6826";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6827";0;1;1;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;2;0;0;3;0;5;2;0;0;0;0;0;0
"gene_6828";0;3;0;2;2;0;1;2;0;1;1;0;0;2;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;4;1;0;2;1;1;1;0;3;3;0;0;0
"gene_6829";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6830";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6831";0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;0;0;0;1;0
"gene_6832";4;0;0;0;2;0;0;1;0;1;2;0;6;0;0;1;1;0;0;0;2;3;0;0;0;2;0;3;4;17;0;2;0;1;0;1;0;0;1;0;2;0;1;0;1;0;8;2
"gene_6833";0;1;3;0;0;0;0;2;0;3;1;0;0;1;0;1;0;0;0;0;1;2;0;1;2;0;1;2;4;3;0;0;0;0;0;5;0;2;0;1;2;0;0;1;0;0;0;0
"gene_6834";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;5;0;0;0;0
"gene_6835";0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;2;0
"gene_6836";1;0;3;1;0;3;1;2;0;2;2;0;0;0;1;0;4;2;1;0;3;7;2;2;1;0;0;1;0;8;0;1;1;0;0;3;1;3;3;3;1;0;0;2;3;2;8;6
"gene_6837";0;2;3;2;0;0;4;0;2;0;0;0;0;0;2;4;0;2;1;1;3;7;3;0;1;0;1;2;0;3;0;1;0;0;1;1;0;0;0;0;1;2;0;0;0;1;4;0
"gene_6838";2;0;4;5;1;0;0;2;0;3;4;1;5;0;6;0;2;1;0;1;0;1;3;1;3;3;1;4;1;7;1;1;0;1;0;2;2;0;4;4;8;2;3;1;12;5;7;2
"gene_6839";0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6840";0;3;0;6;2;0;0;0;0;0;1;0;1;0;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;13;0;1;0;0;0;0;0;3;0;0;0;0
"gene_6841";2;0;3;7;5;0;3;1;0;1;1;0;0;0;1;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;2;0;0;3;0;0;0;1;0;0;1;0;1;0;0;2
"gene_6842";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6843";0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;2;0;0;1;0;0;2;0
"gene_6844";0;0;0;1;0;0;1;3;0;3;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;2;0;0;1;0
"gene_6845";1;0;0;5;4;0;0;1;0;1;0;3;1;0;1;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;3;0;1;2;0;0;0;0;1;0;0;2;0;0;0;3
"gene_6846";0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;3;0;0;0;0
"gene_6847";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6848";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6849";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6850";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;3;0;0;0;1;0;0;1;0;1;0;0;2;0;0;0;0
"gene_6851";1;1;1;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0
"gene_6852";0;2;0;3;2;0;1;0;1;0;0;0;5;1;0;0;9;0;1;2;2;2;2;1;0;0;1;1;0;0;0;0;0;0;0;2;0;0;1;0;7;0;0;8;1;1;3;1
"gene_6853";2;0;1;1;1;0;0;6;1;0;0;0;3;2;0;2;1;0;0;0;0;2;4;0;1;0;0;1;0;2;0;0;3;0;2;0;0;3;0;2;1;0;0;5;2;2;0;0
"gene_6854";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
"gene_6855";2;3;10;8;1;1;2;2;1;1;1;1;4;0;2;1;4;1;0;2;0;8;3;6;1;1;0;1;4;2;1;0;0;0;0;1;0;2;4;5;1;0;0;6;0;0;0;0
"gene_6856";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"gene_6857";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6858";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6859";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"gene_6860";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6861";0;0;1;0;0;0;0;3;0;2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"gene_6862";0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"gene_6863";0;0;1;2;0;0;4;10;1;1;10;1;0;1;0;2;1;0;0;0;1;6;2;1;1;0;0;4;2;2;0;4;0;0;0;0;0;0;7;7;7;1;1;2;3;5;4;16
"gene_6864";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6865";1;5;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;3;0;3;0;4;2;6;1;1;1;0;0;1;0;0;3;2;2;2;0;0;2;1;2;0;0;0;0;0;0;0
"gene_6866";0;2;1;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"gene_6867";0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0
"gene_6868";0;0;0;0;0;0;0;2;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"gene_6869";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6870";0;1;1;1;1;0;0;0;3;0;2;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
"gene_6871";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"gene_6872";0;1;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;4;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"gene_6873";8;19;14;64;10;0;6;13;13;5;23;9;9;4;8;1;6;2;12;9;9;28;9;5;9;6;4;12;5;22;0;8;3;6;8;26;6;10;22;15;20;2;1;11;23;0;24;18
"gene_6874";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;7;0;0;1;0
"gene_6875";0;1;0;0;7;0;0;0;1;1;1;0;5;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;3;0;1;1;0;0;2;0;1;4;0;4;0;0;2;7;0;7;1
"gene_6876";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6877";0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
"gene_6878";1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"gene_6879";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;0;1;0;0;3;0;0;0;0
"gene_6880";0;1;1;0;1;0;1;2;3;0;0;1;0;0;1;0;1;0;0;2;2;1;0;0;0;0;1;0;0;2;7;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;4
"gene_6881";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
"gene_6882";2;0;0;0;2;0;1;1;1;0;2;2;0;0;3;1;1;0;0;0;2;1;1;0;0;0;1;2;0;5;0;1;2;1;0;2;0;0;1;0;2;0;0;5;2;3;6;0
"gene_6883";3;3;6;1;5;0;0;9;0;0;0;1;1;0;0;0;0;0;2;1;1;4;0;0;0;0;0;1;0;0;0;0;2;0;0;3;0;0;0;0;1;0;0;0;0;5;0;0
"gene_6884";2;4;3;10;8;0;1;10;7;1;1;0;3;4;0;1;9;3;1;5;7;15;10;2;1;0;1;1;1;4;0;7;0;0;4;23;2;1;15;0;9;1;0;0;3;0;4;2
"gene_6885";0;1;1;0;2;0;0;0;3;0;1;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"gene_6886";3;2;0;2;1;0;0;3;2;1;0;1;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;4;0;0;0;1;1;0;0;1;1;0;0;1
"gene_6887";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gene_6888";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0
"gene_6889";0;0;0;0;0;0;0;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0
"gene_6890";3;2;1;0;6;1;1;9;6;8;0;0;2;1;0;4;2;0;0;3;6;10;1;1;2;0;0;0;1;5;1;1;2;1;5;14;2;1;2;2;6;0;0;2;2;0;1;2
"gene_6891";1;4;6;5;4;0;3;5;0;2;3;2;1;1;0;0;3;1;0;0;9;5;4;1;0;0;2;2;5;2;2;2;1;4;3;4;0;1;3;0;6;2;0;3;0;1;0;1
"gene_6892";5;2;8;7;59;2;5;92;4;28;4;6;20;4;7;8;1;3;0;3;34;53;38;19;2;5;0;8;3;10;2;0;1;0;0;5;13;17;3;18;25;0;6;11;3;1;8;5
"gene_6893";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0
"gene_6894";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6895";0;0;0;1;1;0;0;2;0;0;3;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0
"gene_6896";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6897";0;0;0;3;12;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;2;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"gene_6898";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"gene_6899";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"gene_6900";0;0;0;0;0;1;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;2;1;0;1;0;0;0;0;7;0;0;0;0;2;0;0;5;1;0;0;0
"gene_6901";0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0
"gene_6902";0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;1
"gene_6903";3;0;5;5;2;0;1;3;0;0;1;1;2;0;0;1;5;0;2;0;0;8;1;1;1;0;0;1;0;1;0;3;0;4;1;16;1;6;2;4;12;0;0;6;0;0;2;1
"gene_6904";2;0;1;1;2;0;0;4;1;0;8;1;1;1;1;2;0;1;0;0;0;5;0;2;1;0;0;4;0;3;1;0;0;0;0;1;0;0;0;0;3;0;0;14;3;0;5;0
"gene_6905";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6906";0;0;3;0;4;1;0;0;3;1;0;1;5;0;0;1;1;0;0;0;1;1;0;0;0;0;0;3;5;0;1;2;0;0;0;3;1;0;0;1;0;2;0;2;0;1;0;1
"gene_6907";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6908";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0
"gene_6909";0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;2;1;0;0;0;0;0;6;0;0;0;1;0;0;0;7;1;0;0;0
"gene_6910";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_6911";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"gene_6912";0;7;0;0;0;0;1;1;1;0;0;0;4;2;2;0;0;0;0;0;0;0;1;1;0;2;0;0;1;0;1;1;0;0;0;5;0;0;1;0;2;0;1;19;3;0;0;0
"gene_6913";6;6;3;44;7;0;6;16;5;2;0;2;4;3;1;7;6;1;0;0;11;2;1;2;6;0;1;5;5;5;3;5;0;3;4;13;0;0;1;2;7;1;0;10;18;14;4;10
"gene_6914";2;0;3;6;2;2;1;2;0;0;3;2;3;3;1;1;0;0;0;0;2;3;4;0;0;0;0;2;1;4;1;4;2;0;2;1;1;2;2;1;3;1;0;1;1;2;3;0
"gene_6915";0;2;2;9;18;0;2;1;0;2;0;0;3;1;1;0;1;0;0;1;3;0;3;0;0;0;0;4;4;4;0;2;0;0;0;2;2;1;1;11;3;0;1;0;10;1;2;8
"gene_6916";0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;1
"gene_6917";1;0;0;0;2;1;0;2;0;1;1;0;3;0;1;1;1;0;0;2;1;1;3;3;0;0;0;0;0;0;1;0;0;0;0;2;2;1;1;1;0;2;1;1;0;2;0;0
"gene_6918";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
